year,county_nam,gis_acres,fire_name
2023,Siskiyou,5.729125,WHITWORTH
2023,Butte,13.6023846,KAISER
2023,Amador,27.8144646,JACKSON
2023,Amador,58.7602272,CARBON
2023,Amador,70.9789963,LIBERTY
2023,Sacramento,28.6379089,CLAY
2023,San Benito,13.5931292,PAICINES
2023,Monterey,391.374939,VINEYARD
2023,Monterey,40.4179611,SLACKS
2023,San Benito,296.6445312,IDRIA
2023,Shasta,161.8136902,WONDER
2023,Shasta,11.9180145,PINE
2023,Shasta,20.6700001,OLIVE
2023,Butte,52.1738281,TURKEY
2023,Butte,10.0720148,VIRGINIA
2023,Riverside,8354.7763672,RABBIT
2023,Riverside,104.0206604,HIGHLAND
2023,Riverside,435.68396,RECHE
2023,Riverside,334.5827637,GAVILAN
2023,Riverside,337.9315796,RAMONA
2023,Butte,74.1023102,CEMETERY
2023,Trinity,56.8777199,1-10
2023,Butte,19.2881584,CANA
2023,El Dorado,11.6999998,MISTY
2023,Riverside,2487,HIGHLAND
2023,Amador,11.1000004,PLYMOUTH
2023,Butte,11.1226215,WALL
2023,Kern,83.7126846,HOSTLY
2023,Kern,5.9487286,ADOBE
2023,Kern,3.2677271,LAZY
2023,Kern,225.6406097,BITTER
2023,Kern,14.7427902,LAVENDER
2023,Kern,6.7633452,POND
2023,Kern,9.6872149,ELK
2023,Kern,6.8605866,TOLL
2023,Kern,4.915308,POINT
2023,Kern,83.4755554,PENTLAND
2023,Kern,59.267845199999996,LITTLE
2023,Kern,5.6660528,ELK
2023,Kern,5.7773776,TANK
2023,Kern,6.4191089,FAMOSO
2023,Kern,3.3347123,LAST
2023,Kern,5.9667449,POST
2023,Kern,7.9617214,WATER
2023,Kern,107.8487473,CHAMPAGNE
2023,Kern,17.1569653,TRUCK
2023,Kern,536.0197144,ROUND
2023,Kern,9.0598602,CANYON
2023,Kern,9.6132755,SOUTH 2
2023,Kern,6.1701913,TREE
2023,Kern,3.7237601,BAKER
2023,Kern,4.9904861,MID
2023,Kern,1043.6650391,DISTRICT
2023,Kern,52.757534,BODFISH
2023,Kern,20.6137409,SCODIE
2023,Kern,60.6250992,BEALE
2023,Kern,34.747139,HABERKERN
2023,Kern,4.3875246,COMANCHE
2023,Kern,1291.1656494,EAST
2023,Kern,14.5901423,EDMONSTON
2023,Kern,5228.8710938,ALMOND
2023,Kern,89.4647369,BOULEVARD
2023,Kern,3.8167157,BRITE
2023,Kern,16.050684,GENERAL
2023,Kern,52.5471649,TROTTER
2023,Kern,4.7139068,GROVE
2023,Kern,34.6490326,BLACKWELL
2023,Kern,4.0159955,SEMI
2023,Kern,33.3207664,DEN
2023,Kern,7.908133,ROLLING
2023,Kern,7.3095179,TULE
2023,Kern,55.0253906,CALIENTE
2023,Kern,10.3764696,FLAT
2023,Kern,5.1756058,TOWER
2023,Kern,5.0022383,POSO
2023,Kern,7.9713678,BLUE BARN
2023,Kern,6.4306293,CORNER
2023,Kern,13.7171192,ROCK
2023,Kern,4.4403057,SKY
2023,Kern,3.0306878,LIERLY
2023,Kern,5.2266283,ANNETTE
2023,Kern,6.3157287,CREEK
2023,Kern,8.4963779,SHERWOOD
2023,Kern,8.2028923,CROCKER
2023,Kern,5.4876614,BRONZE
2023,Kern,16.7643471,KERN
2023,Kern,86.2766953,LINE
2023,Kern,15.0413895,FIELD
2023,Kern,3.0004704,FANO
2023,Kern,3.4336216,FANO 2
2023,Kern,7.2589087,FRONT
2023,Kern,13.3283596,HOLLOW
2023,Santa Barbara,5761.5214844,PLANT
2023,Santa Barbara,211.1919708,SUN
2023,Santa Barbara,95.6661301,GRADE
2023,Yuba,94.2770462,SCOTT
2023,Yuba,58.0098381,PEOIRA
2023,Yuba,13.7299995,SICARD
2023,Kern,3.1215601,TULE 2
2023,Kern,2.2649,RANCHO
2023,Kern,169.9730072,PINE
2023,Madera,83,WHISKEY
2023,Monterey,4.5,WILLIAMS
2023,Ventura,1.655345,TRAIL
2023,Ventura,13.0123568,VILLANOVA
2023,Ventura,2715.3999023,SOUTH
2023,Riverside,531.0220947,ROCK
2023,Riverside,2323.1064453,BONNY
2023,Monterey,53.9000015,WILLIAMS
2023,Placer,9.5322714,TANWOODS
2023,Placer,25,FOOTHILLS
2023,Placer,11.6300001,BREWER
2023,Yuba,44,ERIC
2023,Yuba,10.8000002,SPENCEVILLE
2023,Yuba,16.6000004,DOOLITTLE
2023,Calaveras,106,GANN
2023,Mendocino,0.46,HAZEL
2023,Napa,97.1194534,SNELL
2023,Mendocino,0.14,AIRPORT
2023,San Diego,12.1999998,WILDCAT 2
2023,San Diego,466.5,COYOTE
2023,San Diego,3.5,COUSER 2
2023,San Diego,37.4000015,BLACKWOOD
2023,Shasta,2.5799999,RUBY
2023,Shasta,28.9599991,DURA
2023,San Diego,61.0699997,BORDER 14
2023,San Diego,10.5100002,BORDER 30
2023,San Diego,17.9500008,BORDER 13
2023,Stanislaus,11.0216064,GREY
2023,Inyo,54.5471802,MAIN
2023,Humboldt,12.8924599,PECWAN
2023,Tulare,0.0665742,PARK
2023,Tulare,138.2094574,ROBIN
2023,Riverside,37.2804337,JOHNSON
2023,Riverside,14.4353619,ALMOND
2023,Riverside,8.1325989,HOMESTEAD
2023,Riverside,1.601149,BROADWAY
2023,Riverside,127,66
2023,Monterey,1.98,VEGA
2023,Fresno,108.1650009,ORANGE
2023,Fresno,20.1026001,RODEO
2023,Fresno,19.1282005,STRIKE
2023,Fresno,25.7406006,GEORGE
2023,Fresno,23.8873997,CRANE
2023,Fresno,14.3992004,PECK
2023,Fresno,30.3938007,BRIDGE
2023,Fresno,127.1460037,PISTOL
2023,Fresno,16.7198009,WINCHELL
2023,Fresno,11.1382999,JUNIPER
2023,Fresno,60.4370995,POWER
2023,Fresno,27.6025009,LONG
2023,Los Angeles,57.4900017,VICTOR
2023,San Diego,39.6869965,SAGE
2023,San Mateo,26.824646,WHIPPLE
2023,Glenn,3.3127263,RIVER
2023,Kern,2.5459447,CORCORAN
2023,San Bernardino,226.9750977,NOB
2023,Trinity,11.8398952,CARAWAY
2023,Tuolumne,1180.6179199,BONE
2023,Kern,76.1993484,TECUYA
2023,Los Angeles,25.9065247,VISTA
2023,Tuolumne,836.8499146,PEAK
2023,Fresno,2857.9880371,RABBIT
2023,Modoc,12.3451738,SPRING
2023,Modoc,20.040205,RIM
2023,Trinity,31.2194805,SULPHER
2023,Tuolumne,8645.4257812,QUARRY
2023,Los Angeles,16.7589798,DRY
2023,Fresno,23.5601387,COTTON
2023,Trinity,4198.1943359,DEEP
2023,San Bernardino,93077.8671875,YORK
2023,Humboldt,739.8181763,LOST
2023,Humboldt,16.54212,BRIDGE RIDGE
2023,Humboldt,12.4005899,DEVIL
2023,Mariposa,841,PIKA
2023,Tulare,2248.4492188,REDWOOD
2023,Tulare,23.9300003,SYCAMORE
2023,Fresno,67.2604141,PANOCHE
2023,San Diego,23.6683121,BORDER 34
2023,San Diego,38.6051559,BORDER 42
2023,San Bernardino,28.6404705,VALLEY
2023,Riverside,1033.3076172,GEOLOGY
2023,Alpine,32.5939674,WOLF CREEK
2023,Sierra,52.9341087,HILL
2023,Modoc,8.5022736,JANES
2023,Modoc,56.0623894,JESS
2023,Trinity,5.7026033,MULE
2023,Butte,8.9229708,L-1 BRANCH FISH
2023,Kern,8.3260422,STINE
2023,Siskiyou,5.4899216,MONTE
2023,Tehama,472.7208557,SLIDE 1
2023,Nevada,44.8048248,HIGHWAY
2023,Santa Barbara,12.561141,ROAD
2023,Humboldt,8.3687639,CREEK
2023,Humboldt,76.7887039,PILOT
2023,Kern,23.0013752,LANE
2023,Los Angeles,426.2045593,AGUA
2023,Madera,118.546051,KING
2023,Fresno,46.6566963,WILDCAT
2023,Mono,322.960907,COWTRACK
2023,Inyo,62.9343185,IMVITE
2023,San Bernardino,81.684639,STODDARD
2023,Kern,15.1004477,GOLF
2023,Kern,13.7169886,KERTO
2023,Kern,10.0798779,MINERAL
2023,Calaveras,34.1757507,KNOLL
2023,Kern,12.7490711,MAJORS
2023,Riverside,22.0899162,MEADOW
2023,San Diego,12.7712498,BORDER 38
2023,Inyo,1113.8980713,NONAME
2023,Kern,178.1576996,GRANITE
2023,Imperial,62.3231926,Winterhaven Drive
2023,Imperial,15.2531757,Winterhaven
2023,Imperial,19.8974113,Laguna
2023,Lassen,27.6402893,R-1 Spencer Basin
2023,Riverside,22.5555153,BREEZE
2023,Riverside,90.4801559,TRAM
2023,San Diego,183.9227905,BUNNIE
2023,Siskiyou,14.5578432,ASH
2023,Siskiyou,792.9696655,RANCH
2023,Siskiyou,29.7461243,LONG
2023,Humboldt,1055.1717529,PILOT
2023,Tulare,300.7920227,QUAIL 2
2023,Del Norte,89326.0546875,KELLY
2023,Humboldt,2836.3903809,3-9
2023,Siskiyou,81.2302933,TOWNSEND
2023,Siskiyou,1935.9516602,SCOTT
2023,Siskiyou,200.2063751,LAKE
2023,Siskiyou,294.8511658,DEN
2023,Siskiyou,1728.1358643,HANCOCK
2023,Humboldt,12152.4492188,PEARCH
2023,Siskiyou,95.9167786,LET ER-BUCK
2023,Siskiyou,20.0169754,IRON
2023,Del Norte,599.3447876,PRESCOTT
2023,Siskiyou,13875.2539062,ELLIOT
2023,Siskiyou,71.7953415,TITUS
2023,Siskiyou,7850.5795898,UFISH
2023,Del Norte,1997.2062988,MARLOW
2023,Del Norte,2677.7790527,HURDY GURDY
2023,Del Norte,1090.2814941,CORRAL
2023,Del Norte,550.0559082,DIAMOND
2023,Del Norte,378.4196777,ISLAND
2023,Humboldt,1684.7297363,LONE PINE
2023,Del Norte,34188.4492188,MOSQUITO
2023,Siskiyou,6953.8046875,HEAD
2022,Inyo,4140.0600586,AIRPORT
2022,Butte,29.8467808,DENIZ
2022,Tehama,589.8671265,RANCHO
2022,San Mateo,28.6848831,TOWER
2022,Glenn,309.4793396,BURROWS
2022,Butte,5.888545,NELSON
2022,Butte,65.6712265,NINETY-NINE
2022,Butte,371.4676819,NELSON
2022,Butte,56.3385429,PARK
2022,Butte,34.4042816,SANDRA
2022,Butte,30.5069656,JAN-DAR
2022,Butte,9.8379488,RAIL
2022,Butte,9.5545177,CANFIELD
2022,Santa Clara,16.4093819,CANYON
2022,San Bernardino,28.1025925,HIGHWAY
2022,Alameda,12.1740751,BRUNS
2022,Alameda,50.3730011,CANYON
2022,Contra Costa,14.5139084,DEER
2022,Contra Costa,28.5624084,WILLOW
2022,Contra Costa,91.5328064,HIGHLAND
2022,Alameda,65.3790436,PASS
2022,Alameda,13.5057077,MIDWAY
2022,Alameda,551.7821045,TESLA
2022,Contra Costa,84.7944641,KIRKER
2022,Alameda,173.7564545,FLYNN
2022,Alameda,38.4480743,PASS
2022,Alameda,131.9127502,FLYNN
2022,Contra Costa,120.4983063,SCENIC
2022,Contra Costa,19.1830254,CAMINO
2022,Lassen,11.3693781,3-8 DIXON
2022,Modoc,129.1634979,DONICA
2022,Alameda,58.3176308,EDEN
2022,Butte,6.6351876,HURLETON
2022,San Bernardino,96.8859711,HESPERIA
2022,Butte,15.7741241,BIGGS
2022,Butte,16.9040527,PINECREST
2022,Butte,14.3232784,OREGON
2022,Madera,818.4309082,FORK
2022,Mariposa,18957.5019531,OAK
2022,Merced,344.1595459,ROMERO
2022,San Mateo,20.5483875,EDGEWOOD
2022,Mariposa,396.7743835,AGUA
2022,Humboldt,17.0985546,CANYON
2022,Humboldt,28.4200268,MCCOVEY
2022,Del Norte,26.3180542,RANCH
2022,Shasta,159.9854736,FORWARD
2022,Tehama,66.3288498,RAINBOW
2022,San Mateo,14.8235674,PIGEON
2022,Contra Costa,40.3060188,BARRY
2022,Contra Costa,50.1297073,FRANKLIN
2022,Butte,17.2802029,EVITA
2022,Butte,33.0744286,NELSON
2022,Inyo,49.5695648,PLEASANT
2022,Sacramento,28.9977283,NELDA
2022,El Dorado,26.7484455,LATROBE
2022,Sacramento,73.1147232,GRANT
2022,Amador,4466.2216797,ELECTRA
2022,Amador,16.748951,COAL
2022,Modoc,7.1184506,SPLAWN
2022,Humboldt,21.1779556,SYLVANDALE
2022,Butte,27.9913788,VALE
2022,Butte,60.1140251,NELSON
2022,Mendocino,16.6801109,NOME
2022,Mendocino,34.0155945,OWENS
2022,Mendocino,42.9169579,BELL
2022,Mendocino,123.3360748,WALKER
2022,Tulare,126.60289,MARMOT
2022,Fresno,159.2147522,HOUSE
2022,Fresno,36.9267235,LOPER
2022,Fresno,133.7536163,POWER
2022,Fresno,20.6122379,COBBLE
2022,Fresno,54.41259,PEBBLE
2022,Fresno,13.1108122,HOPE
2022,Fresno,51.9797745,TABLE
2022,Butte,13.7626324,WALL
2022,Siskiyou,5.5586619,SCARFACE
2022,Siskiyou,30.9466915,SHACKLEFORD
2022,Siskiyou,30.08391,97
2022,Siskiyou,24.9612427,SLOUGH
2022,Siskiyou,13440.7099609,MOUNTAIN
2022,Siskiyou,3939.3823242,MILL
2022,Siskiyou,1.8941436,WILDERNESS
2022,Siskiyou,9.1621466,WHITLOW
2022,Siskiyou,62.6302834,MEAMBER
2022,Siskiyou,12.5827236,EVERGREEN
2022,Siskiyou,3.1418822,EMPIRE
2022,Siskiyou,10.2601862,RIDGE
2022,Siskiyou,296.9516602,COYOTE
2022,Siskiyou,113.4315872,GULCH
2022,Tuolumne,63.708847,SLATE 2
2022,Tuolumne,22.1700974,WOODS
2022,Santa Barbara,123.7685776,HOLLISTER
2022,Nevada,39.5522423,BLOOMFIELD
2022,Yuba,71.8784943,BRANDIE
2022,Yuba,17.0663147,NISEMAN
2022,Placer,55.7146873,SHERIDAN
2022,Placer,18.6701565,MIRABELLE
2022,Nevada,920.9177856,RICES
2022,Nevada,12.3675528,BUTTERFIELD
2022,Yuba,30.1102104,BAYBERRY
2022,Placer,166.6029816,PORTER
2022,Placer,37.5612869,RIOSA
2022,Yuba,41.097847,APPLE
2022,Yuba,21.8192177,SPENCEVILLE
2022,Placer,9.6749229,BEAR
2022,Placer,24.0200291,OAK
2022,Nevada,49.9504089,OWL
2022,Nevada,43.2104797,STILL
2022,Placer,38.264431,AIRPORT
2022,Yuba,81.7844009,WINDING
2022,Placer,13.2859859,HILL
2022,Placer,26.7851696,DUTCH
2022,Placer,16.1701908,NADER
2022,Placer,28.2783699,GARDEN BAR
2022,Nevada,11.897831,RUN
2022,Nevada,7.8639617,PROVENZA
2022,Monterey,687.4208374,COLORADO
2022,Monterey,5.2573333,AGUAJITO
2022,San Benito,101.0950546,ANZAR
2022,San Benito,47.0049362,BETABEL
2022,Orange,202.0907593,COASTAL
2022,Orange,154.6206665,EMERALD
2022,Monterey,79.6081848,KING
2022,Tulare,30.1019993,ALPAUGH 2
2022,Lassen,11.3663921,DUNE
2022,Riverside,2.6538365,ROBERT
2022,Lassen,22.0205841,MORGAN
2022,Lassen,67.8205795,R-1 PIT
2022,Kern,222.0773926,MESA
2022,Lassen,10.532794,VIEWLAND
2022,Lassen,2.8101749,R-3 VINCENT
2022,Tulare,3.5749843,CHIMNEY
2022,Kern,4.5578651,WATER
2022,Kern,1.217743,LERDO
2022,Kern,5.9898858,JUMPER
2022,Kern,1.5668714,HART
2022,Kern,8.0220642,RIVER
2022,Kern,4.1855378,PURPLE
2022,Kern,484.8560486,PLANT
2022,Kern,19.3518467,GRAPE
2022,Kern,2.5071464,LOST HILLS
2022,Kern,2465.1848145,THUNDER
2022,Kern,62.0322609,RANCH
2022,Kern,21.3880272,JACK
2022,Kern,1.0929937,BROOME
2022,Kern,6.6370072,SCRAPER
2022,Kern,1.9914778,GENERAL
2022,Kern,1.3122474,CUMMINGS
2022,Kern,13.6613798,EDISON
2022,Kern,21.6858959,TULE
2022,Kern,15.9505825,BEAR
2022,Kern,13.8471079,CENTER
2022,Kern,5.5851989,OAKS
2022,Kern,50.6617851,COMANCHE
2022,Kern,7.9377089,BEALE
2022,Kern,93.0788803,RANGE
2022,Kern,1.9862986,VINE
2022,Kern,216.2136688,RAIL
2022,Kern,1.2884843,UPLAND
2022,Kern,2.1630018,BEAR
2022,Kern,1.5693551,KING
2022,Kern,7.0516138,ROW
2022,Kern,1.5043491,FORT
2022,Kern,25.5451221,SYCAMORE
2022,Kern,1.8820657,ROBERTS
2022,Kern,5.0478249,PASS
2022,Kern,2.995723,SAND
2022,Kern,3.3725021,FREEWAY
2022,Kern,7.1324606,CURVE
2022,Kern,31.6938667,KERTO
2022,Kern,682.0379028,EDMONSTON
2022,San Benito,13.9026203,AIRLINE
2022,Monterey,38.1545639,BIANCHI
2022,Monterey,147.4870605,GARRISON
2022,Fresno,11.9328728,ALTA
2022,San Diego,29.2310276,SANDIA
2022,San Diego,25.7082329,HAUSER
2022,San Diego,4.8066435,BORDER 10
2022,San Diego,1.1623396,FELIPE
2022,San Diego,568.2127686,BORDER 13
2022,San Diego,49.2243996,BARRETT 4
2022,San Diego,25.2292099,BORDER 16
2022,San Diego,28.9455776,BORDER 15
2022,San Diego,2.8491595,BORDER 18
2022,San Diego,4.0308433,MESA 4
2022,San Diego,16.9695816,BORDER 19
2022,San Diego,29.1439209,JEWEL
2022,San Diego,7.2807431,BORDER 22
2022,San Diego,98.1472626,BORDER 27
2022,San Diego,4.5413728,BORDER 26
2022,San Diego,8.0202475,BORDER 21
2022,San Diego,178.2691498,CASNER
2022,San Diego,14.6498785,BORDER 31
2022,San Diego,4456.3398438,BORDER 32
2022,San Diego,47.7046165,CAESAR
2022,Sonoma,18.4393768,ALPINE
2022,Orange,552.5380249,JIM
2022,Trinity,31.4644852,BARNEY
2022,Yuba,19.4422989,GOLDEN
2022,Los Angeles,48.4013901,BOUQUET
2022,Tehama,177.4988708,GRAHAM
2022,San Bernardino,865.137085,SHEEP
2022,San Bernardino,10.8624792,WAGON TRAIN
2022,Los Angeles,10.2312555,SIERRA
2022,Modoc,29.2684174,CASUSE
2022,Siskiyou,60102.2578125,MCKINNEY
2022,Siskiyou,7886.0107422,YETI
2022,Siskiyou,84.6441116,KELSEY
2022,Modoc,48.1478996,MCGINTY
2022,Humboldt,11464.8984375,AMMON
2022,Humboldt,30132.8476562,CAMPBELL
2022,Tulare,317.8171387,WISHON
2022,San Bernardino,89.5744553,BRONCO
2022,Los Angeles,147.6624298,EAST
2022,Los Angeles,113.4179153,GULCH
2022,San Diego,188.4808044,VALLEY
2022,Nevada,12.2805939,PLUM
2022,San Bernardino,1079.2791748,RADFORD
2022,El Dorado,76771.4453125,MOSQUITO
2022,Modoc,5840.574707,BARNES
2022,Humboldt,11.8762827,BIG BAR
2022,El Dorado,15.1391792,PAYMASTER
2022,Siskiyou,13.5701313,GEORGE
2022,Modoc,35.4203873,WILLOW
2022,San Bernardino,26.4856682,CACTUS
2022,Los Angeles,14.3105516,CHERRY
2022,San Bernardino,26.8663311,MANZANITA
2022,Siskiyou,33.6745148,SMOKEY
2022,Siskiyou,19.2147503,ELIZA
2022,Riverside,9.8584776,CASTILE
2022,Sacramento,21.0130959,POWER
2022,Shasta,33.7793159,BRANSTETTER
2022,Shasta,303.6699829,PETER
2022,Shasta,12.3245497,HOBBY
2022,Shasta,88.686058,FLANAGAN
2022,Mendocino,16.5500488,MEADOW
2022,San Benito,89.9549026,BENITO
2022,Los Angeles,2.5931816,CANYON
2022,Los Angeles,7.6089253,BARREL
2022,Los Angeles,2.5012281,CUT OFF
2022,Los Angeles,7.9441276,HUGHES
2022,Los Angeles,3.735543,SYCAMORE
2022,Los Angeles,125.3294144,SAM
2022,Los Angeles,60.4522858,QUAIL
2022,Los Angeles,4.8348246,RIDGE
2022,Los Angeles,2.1016133,TIERRA
2022,Los Angeles,5227.9233398,ROUTE
2022,Los Angeles,1.8478206,MUNZ
2022,Los Angeles,1.0930915,CHESEBORO
2022,Los Angeles,10.7950306,LOBO
2022,Los Angeles,2.1064682,OAKWILDE
2022,Kern,6.7581754,PYRAMID
2022,Inyo,11.7399378,FAIRVIEW
2022,San Diego,26.8574448,HARBISON 2
2022,Placer,42.4268494,WATT
2022,Napa,375.9125366,OLD
2022,Sonoma,63.2658501,ROBLAR
2022,Riverside,28097.8730469,FAIRVIEW
2022,Napa,0.7762036,ESTATES
2022,Mariposa,24.0516968,SNOW
2022,San Bernardino,414.1107788,ELK TRAIL
2022,Madera,4886.1235352,WASHBURN
2022,Madera,8432.4189453,RED
2022,Tuolumne,2839.684082,RODGERS
2022,Fresno,28.9250259,AVALANCHE
2022,Tulare,1394.4395752,SUMMIT
2022,Tuolumne,25.8925858,ASPEN
2022,Imperial,25.004715,ALL AMERICAN
2022,San Diego,18.628582,LONESTAR
2022,San Joaquin,274.1842041,BECKWITH
2022,Stanislaus,182.0348969,CA-WSF-22000274 GRAYSON
2022,Glenn,21.092905,SIXTY
2022,San Diego,8.2288771,WILLOW 9
2022,San Diego,1.3180145,WILLOW 8
2022,San Diego,1.7151043,FURY
2022,Merced,25.1174088,WOLFSEN
2022,Sonoma,58.6750221,POINT
2022,Merced,27.542141,SANDY
2022,San Diego,0.6094487,FIVE
2022,Ventura,74.6148911,HOWARD 2
2022,Ventura,5.7618217,LYNN
2022,Ventura,1.8415017,ANA
2022,Ventura,1.5472859,CHAMBERS
2022,Ventura,1.424808,MOON
2022,Trinity,12.9124928,TEXAS
2022,Siskiyou,150.4035339,ALEX
2022,Tehama,134.4698181,TULARE
2022,Stanislaus,98.2591171,RIVER
2022,Riverside,5856.5727539,LOST LAKE
2021,Inyo,257.8322754,CALVERT
2021,Siskiyou,21.8637733,MEISS
2021,Siskiyou,873.3917236,REFUGE
2021,Santa Cruz,20.3073559,BONNY COMPLEX
2021,Santa Cruz,33.2592239,FREEDOM
2021,Santa Cruz,19.7258224,PANTHER RIDGE
2021,Santa Cruz,21.9368763,CHINA
2021,San Mateo,169.8688202,BUTANO
2021,Santa Cruz,8.6110754,BLOOM
2021,Butte,548.9937134,GUNNISON
2021,San Bernardino,248.6175385,FARMINGTON
2021,Mendocino,191.6513062,TURNOUT
2021,Mendocino,23.0554142,KIRK
2021,Mendocino,18.1729889,TOMKI
2021,Lassen,1.6998132,ROUND
2021,Lassen,13.8951674,1-4 BIZZ
2021,Modoc,132.4865723,4-3 PUMA
2021,Siskiyou,118.0033875,BESWICK
2021,Siskiyou,4.1511855,BROWNELL
2021,Siskiyou,4.7671065,HOVEY
2021,Siskiyou,4.0595737,MARY
2021,Siskiyou,2.3006434,MEAMBER
2021,Siskiyou,1.6785529,RANCH
2021,Stanislaus,21.6356621,STUHR
2021,Santa Clara,37.5675812,PASEO
2021,Contra Costa,127.6589584,DIABLO
2021,Santa Clara,39.474987,PIERCY
2021,Contra Costa,83.5516891,KIRKER
2021,Humboldt,16.3977299,HARRIS
2021,Modoc,52.5130806,GULCH
2021,Inyo,45.5523033,ABERDEEN
2021,Tehama,43.3416977,CANNON
2021,Tehama,40.8263588,FORK
2021,Shasta,41.505764,HIDING
2021,Shasta,23.2282543,CREEKSIDE
2021,Trinity,76.484642,MAXWELL
2021,Shasta,761.1112671,COW
2021,Shasta,107.1645508,ROCK
2021,Shasta,8576.4931641,FAWN
2021,Yuba,201.3029938,BEALE
2021,Placer,55.1150131,FIDDYMENT
2021,Nevada,11.4625692,HUTTO
2021,Yuba,12.1030588,LOMA
2021,Yuba,21.819212,SPENCEVILLE
2021,Placer,18.264101,WISE
2021,Yuba,184.0656281,GLEN
2021,Nevada,2618.7941895,RIVER
2021,Yuba,938.9398804,INTANKO
2021,Yuba,54.1063614,FRENCHTOWN
2021,Yuba,25.3505917,QUAIL
2021,Yuba,18.2097473,SPRING
2021,Placer,39.5734329,WATT
2021,El Dorado,31.7376232,SALMON
2021,Amador,18.6120548,BELL
2021,Amador,65.6809158,GOOSE
2021,El Dorado,34.8589935,BLACKSTONE
2021,El Dorado,13.7323542,STEINS
2021,Amador,45.9428558,LAWRENCE
2021,El Dorado,45.3512306,SETTLERS
2021,Shasta,50.9353905,PINE
2021,Shasta,59.1179466,HOUSE
2021,San Bernardino,810.9694824,SOUTH
2021,Inyo,566.5927124,ALABAMA
2021,Mendocino,253.9064178,HOPKINS
2021,Santa Barbara,37.1573029,BALLARD
2021,Santa Barbara,37.0535278,ONE
2021,Santa Barbara,69.5153275,CABALLO
2021,Sonoma,1.2086605,SODA
2021,Lake,1.0564555,CERRITO
2021,Sonoma,2.2278857,MUNIZ
2021,Napa,62.6614838,TULLEY
2021,Sonoma,1.5523393,WILSON
2021,Yolo,2.8543985,COUNTY
2021,Solano,55.2506371,LOPEZ
2021,Yolo,20.2422485,MOODY
2021,Sonoma,2.5883801,WEST
2021,Sonoma,8.7654066,GROVE
2021,Solano,6.0820489,ACACIA
2021,Sonoma,4.7697477,DREAM
2021,Sonoma,6.6121058,GRANGE
2021,Solano,29.9837246,GIBSON
2021,Napa,10.858489,EASTSIDE
2021,Lake,6.2912698,PLYE
2021,Napa,137.1334381,NEWELL
2021,Lake,4.771153,DIMOND
2021,Lake,1.3778498,STUBBS
2021,Lake,8.720953,SCOTTS
2021,Sonoma,3.8734975,OLD
2021,Napa,1.0176286,SPRING
2021,Lake,8.6558437,GREEN
2021,Yolo,18.5219078,CREEK WEST
2021,Lake,58.3465462,SKY
2021,Lake,7.7337265,MUSTANG
2021,Lake,2.8424911,OAK
2021,Colusa,5.5589447,LEESVILLE
2021,Napa,1.9097496,SPRING
2021,Sonoma,2.7148468,COLEMAN
2021,Sonoma,3.6955643,CREEK
2021,Sonoma,25.1164703,MIDDLE
2021,Solano,1.0884795,I-80 LYNCH
2021,Sonoma,6.7631073,CLOVER
2021,San Bernardino,5.1360264,CASTLE
2021,Sonoma,1.2844987,CREEK
2021,Sonoma,1.0393443,MOUNTAIN
2021,Napa,1.7588596,KIWI
2021,Calaveras,159.977829,CAMPO
2021,Stanislaus,507.852417,MILE
2021,Tuolumne,21.6103325,LINE
2021,Calaveras,644.338562,AIROLA
2021,Tuolumne,135.7752991,WASHINGTON
2021,Shasta,15.3309669,LITTLE
2021,Shasta,24.8520851,WOODMAN
2021,San Bernardino,6.53971,HART
2021,Tuolumne,6.5765562,COLD
2021,Mariposa,8.5574608,FORK
2021,Mariposa,11.1347504,KING
2021,Mariposa,11.1975622,PORCUPINE
2021,Fresno,12.489501,SENTINEL
2021,Mariposa,58.5926857,HOOVER
2021,Fresno,100.7824478,LOST
2021,Mariposa,224.9265442,COUNTY LINE
2021,Tehama,9.4468956,SMITH
2021,Tehama,14.3572607,GRAHAM
2021,San Bernardino,490.7351685,POND
2021,Mariposa,918.171875,LUKENS
2021,Tuolumne,2348.5302734,TILTILL
2021,San Bernardino,2490.4975586,MOJAVE
2021,Tulare,88257.125,KNP Complex
2021,San Diego,559.1455078,OVERLAND
2021,San Diego,5365.9018555,SOUTHERN
2021,San Diego,1.8504517,BORDER
2021,San Diego,18.6442795,BORDER 2
2021,San Diego,15.369154,BORDER 9
2021,San Diego,968.269104,SIERRA
2021,San Diego,53.044426,CLEVENGER
2021,San Diego,277.874054,MESA 3
2021,San Diego,37.3200951,MARRON 4
2021,San Diego,428.2402954,YSABEL 2
2021,San Diego,23.3251343,BORDER 13
2021,San Diego,32.8155441,QUEEN
2021,San Diego,7.5218582,BAMBI
2021,San Diego,28.4467125,MARRON 6
2021,San Diego,54.2258148,ARUBA
2021,San Diego,1.3787339,OLD HIGHWAY 80  / LA POSTA RD
2021,Santa Clara,124.7228928,ESTRADA
2021,Inyo,1.7314841,CRYSTAL
2021,Fresno,14.4041128,AMERICAN
2021,Fresno,24.9469452,BAKER
2021,Fresno,65.2741165,FISH
2021,Fresno,60.2413101,GOLD
2021,Fresno,29.3615971,MARLAR
2021,Fresno,17.9740715,OWENS
2021,Fresno,13.3050957,RUTH 2
2021,Fresno,23.9967518,SLOPE
2021,Fresno,25.0314293,TIVY
2021,Fresno,11.8874435,WATTS
2021,Shasta,4.217206,MALLARD
